course_title,course_organization,course_rating,course_difficulty
Visual Basic Programming: Inheritance and Polymorphism,LearnQuest,2.0,Mixed
Visual Communication through zines using Scribus & Issuu.com,Coursera Project Network,2.4,Intermediate
Visual Elements of User Interface Design,California Institute of the Arts,4.7,Beginner
Visual Machine Learning with Yellowbrick,Coursera Project Network,4.7,Intermediate
Visual Perception and Visual Illusions,Saint Petersburg State University,4.7,Mixed
Visual Perception and the Brain,Duke University,4.7,Mixed
Visualización de Datos con Python ,IBM,2.9,Intermediate
Visualización de Datos y Tableros con Excel y Cognos,IBM,4.4,Mixed
Visualización de datos con Seaborn,Coursera Project Network,2.7,Beginner
Visualization for Data Journalism,University of Illinois at Urbana-Champaign,4.5,Mixed
Visualization of UK accidents using Plotly Express,Coursera Project Network,2.1,Intermediate
Visualização de dados com o Python,IBM,2.4,Intermediate
Visualize Complex Projects with Flow Charts in Miro,Coursera Project Network,4.8,Beginner
Visualize Project Milestones with Gantt Charts in Miro,Coursera Project Network,3.8,Beginner
Visualize Your Data with Google Data Studio,Coursera Project Network,4.3,Intermediate
Visualizing Citibike Trips with Tableau,Coursera Project Network,4.6,Beginner
Visualizing Filters of a CNN using TensorFlow,Coursera Project Network,3.7,Intermediate
Visualizing static networks with R,Coursera Project Network,3.8,Intermediate
Voces de cambio social,Laureate Education,4.9,Beginner
Voice Disorders: What Patients and Professionals Need to Know,Icahn School of Medicine at Mount Sinai,4.9,Mixed
Voices of Social Change,Laureate Education,4.6,Beginner
Vowels of American English Pronunciation,"University of California, Irvine",4.9,Beginner
Vozes da Mudança Social,Laureate Education,4.9,Beginner
Waits in Selenium Test Automation Tool,Coursera Project Network,2.9,Beginner
Wasser in der Schweiz,University of Zurich,4.7,Beginner
Water Resources Management and Policy,University of Geneva,4.6,Mixed
Water Supply and Sanitation Policy in Developing Countries Part 1: Understanding Complex Problems,University of Manchester   ,4.7,Beginner
Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,University of Manchester   ,4.5,Intermediate
Water in the Western United States,University of Colorado Boulder,4.8,Beginner
Web Application Development: Basic Concepts,University of New Mexico,4.5,Mixed
Web Application Security Testing with Burp Suite,Coursera Project Network,4.1,Intermediate
Web Application Security Testing with OWASP ZAP,Coursera Project Network,4.2,Intermediate
Web Application Technologies and Django,University of Michigan,4.7,Intermediate
Web Connectivity and Security in Embedded Systems,EIT Digital ,4.5,Intermediate
Web Design for Everybody Capstone,University of Michigan,4.8,Mixed
Web Design: Strategy and Information Architecture,California Institute of the Arts,4.8,Intermediate
Web Design: Wireframes to Prototypes,California Institute of the Arts,4.9,Intermediate
Tutorial: Web Scraping with Python and BeautifulSoup,Coursera Project Network,3.8,Intermediate
Web Services Analysis With Python & Wireshark,Coursera Project Network,3.8,Beginner
Web and Mobile Testing with Selenium,University of Minnesota,3.7,Intermediate
Web of Data,EIT Digital ,4.1,Mixed
Website Optimization Client Report Project,"University of California, Davis",4.8,Mixed
Website Styling,Coursera Project Network,4.5,Beginner
Welcome to Game Theory,The University of Tokyo,4.7,Beginner
Wharton Business Foundations Capstone,University of Pennsylvania,4.6,Mixed
Wharton Business and Financial Modeling Capstone,University of Pennsylvania,4.6,Mixed
Wharton Entrepreneurship Capstone,University of Pennsylvania,4.8,Mixed
What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,University of Minnesota,4.5,Beginner
What is Climate Change?,University of Colorado Boulder,4.9,Beginner
What is Corruption: Anti-Corruption and Compliance,University of Pennsylvania,4.9,Mixed
What is Data Science? ,IBM,4.7,Beginner
What is Financial Accounting?,"University of California, Irvine",4.8,Beginner
What is Palliative Care?,University of Colorado System,4.8,Beginner
What is Your Life Goal?,Coursera Project Network,4.0,Beginner
What is news? ,Michigan State University,4.7,Mixed
What is “the mind” and what is artificial intelligence?,University of Colorado Boulder,4.6,Beginner
What’s Your Big Idea?,The University of North Carolina at Chapel Hill,4.6,Mixed
When Disaster Meets Conflict,Erasmus University Rotterdam,4.9,Intermediate
Whole genome sequencing of bacterial genomes - tools and applications,Technical University of Denmark (DTU),4.6,Beginner
Why Iowa? A Primer on Primaries and Caucuses Teach-Out,University of Michigan,4.5,Beginner
"William Shakespeare's Twelfth Night: Comedy, Conflict, and Community",University of Colorado Boulder,4.4,Beginner
Wind Energy,Technical University of Denmark (DTU),4.7,Mixed
Wind resources for renewable energies,École Polytechnique,3.8,Intermediate
Windows Server Management and Security,University of Colorado System,4.7,Beginner
Windows可视化程序设计,Xi'an Jiaotong University,4.8,Mixed
Wireless Communications for Everybody,Yonsei University,4.7,Beginner
Wireshark for Basic Network Security Analysis,Coursera Project Network,4.6,Intermediate
Women in Leadership: Inspiring Positive Change,Case Western Reserve University,4.7,Mixed
Women in environmental biology,Universitat Autònoma de Barcelona,4.6,Beginner
Wood Science: Beyond Building,West Virginia University,4.6,Beginner
Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,The University of Tokyo,4.8,Beginner
"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity","University of California, Irvine",4.5,Mixed
Work with Dates in JavaScript,Coursera Project Network,3.2,Intermediate
Working with AWS S3 Buckets using Python & boto3,Coursera Project Network,2.1,Beginner
Working with Amazon DynamoDB using Python & Boto3,Coursera Project Network,3.4,Beginner
Working with Azure Data Storage,Coursera Project Network,4.7,Beginner
Working with Azure Databricks,Coursera Project Network,3.2,Intermediate
Working with MySQL DB instance using AWS RDS,Coursera Project Network,4.0,Beginner
Working with Relational Data Stores in Azure,Coursera Project Network,3.3,Beginner
World Design for Video Games,California Institute of the Arts,4.4,Beginner
Wrangling Data for Data Analysts with Python,Coursera Project Network,4.4,Beginner
Write Like Mozart: An Introduction to Classical Music Composition,National University of Singapore,4.9,Mixed
Write a Mini Game in Scala,Coursera Project Network,3.0,Intermediate
Write a Mini Reservation Application with Kotlin,Coursera Project Network,2.1,Intermediate
Write your own Python tool to footprint a web application,Coursera Project Network,3.3,Intermediate
Writing Java Application Code,LearnQuest,4.3,Mixed
Writing Professional Email and Memos (Project-Centered Course),University System of Georgia,4.3,Mixed
Writing Skills for Engineering Leaders,Rice University,4.7,Beginner
Writing Stories About Ourselves,Wesleyan University,4.3,Beginner
Writing Winning Resumes and Cover Letters,"University of Maryland, College Park",4.7,Intermediate
Writing a Personal Essay,Wesleyan University,4.5,Mixed
Writing and Editing: Drafting,University of Michigan,4.8,Beginner
Writing and Editing: Revising,University of Michigan,4.9,Beginner
Writing and Editing: Structure and Organization,University of Michigan,4.8,Mixed
Writing for Young Readers: Opening the Treasure Chest,Commonwealth Education Trust,4.7,Mixed
Writing in English at University,Lund University,4.7,Beginner
Writing in First Person Point of View,Wesleyan University,4.7,Mixed
Writing your World: Finding yourself in the academic space ,University of Cape Town,4.7,Beginner
"Writing, Running, and Fixing Code in C",Duke University,4.4,Beginner
XG-Boost 101: Used Cars Price Prediction ,Coursera Project Network,5.0,Intermediate
YouTube como un canal estrategico,Coursera Project Network,4.7,Beginner
c#高级编程,Xi'an Jiaotong University,4.8,Intermediate
eHealth: More than just an electronic record,The University of Sydney,4.6,Mixed
iOS App Development Basics,University of Toronto,4.2,Mixed
iOS App Store & In-App Purchases,LearnQuest,4.6,Advanced
iOS Project: Transreality Game,"University of California, Irvine",4.9,Mixed
iPad Music Player in XD,Coursera Project Network,4.6,Intermediate
iPhone Application Flow with Wireframes in Miro,Coursera Project Network,4.5,Beginner
idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products,University of Pittsburgh,3.3,Intermediate
¡¿Cómo?! ¿Química en mi casa?,Universidad Nacional Autónoma de México,4.8,Mixed
"«Ловцы человеков» или социальные сети в медиа, бизнесе, рекрутинге и образовании",National Research Tomsk State University,4.0,Mixed
«Стартап: как вырасти в успешный бизнес» ,Saint Petersburg State University,4.1,Mixed
¿Cómo (nos) cambia la Tecnología?,Universidad de Chile,4.5,Mixed
¿Cómo construir mi modelo de negocio?,Universidad de los Andes,4.8,Beginner
¿Cómo convertir mi idea en empresa?,Universidad de los Andes,4.7,Beginner
¿Cómo financiar mi empresa?,Universidad de los Andes,4.8,Beginner
¿Cómo llegamos aquí? Una historia del poder en México ,Universidad Nacional Autónoma de México,4.8,Beginner
"¿Cómo persuadir? Jugando con palabras, imágenes y números",Universitat Autònoma de Barcelona,4.4,Beginner
¿Cómo tomar decisiones financieras que agreguen valor?,Universidad de los Andes,4.8,Intermediate
¿Cómo viajamos por la ciudad? Asignación y equilibrio en redes de transporte.,Pontificia Universidad Católica de Chile,4.7,Beginner
¿Qué es la ciencia de datos?,IBM,4.6,Beginner
¿Qué son los medios sociales?,Northwestern University,3.2,Mixed
Álgebra básica,Universidad Nacional Autónoma de México,4.8,Mixed
Çok değişkenli Fonksiyon I: Kavramlar / Multivariable Calculus I:  Concepts,Koç University,4.5,Mixed
ÉCHELLE RACE: Dépistage préhospitalier de l’AVC impliquant une occlusion de gros vaisseaux cérébraux,Universitat de Barcelona,4.8,Intermediate
Éléments de Géomatique,École Polytechnique Fédérale de Lausanne,4.7,Intermediate
Évaluation & Mesure d'Impact Social,ESSEC Business School,4.6,Beginner
İnfertilite Hemşireliği (Infertility Nursing),Koç University,5.0,Mixed
Авторские школы ,HSE University,4.9,Beginner
Аддитивные технологии (3D-печать). Вводный курс,Peter the Great St. Petersburg Polytechnic University,4.8,Beginner
Активные процессы в современном русском языке,National Research Tomsk State University,5.0,Intermediate
Алгебраическая теория графов,Novosibirsk State University ,3.5,Intermediate
Алгоритмизация вычислений (Algorithmic computation),HSE University,4.6,Beginner
"Алгоритмы, часть I",Princeton University,4.2,Intermediate
Анализ данных в Google Таблицах (Google Spreadsheets),National Research Tomsk State University,4.4,Beginner
Анализ данных с использованием Python,IBM,4.8,Beginner
Анализ доходности с EVA,Coursera Project Network,4.2,Intermediate
Анализ и обработка данных в Microsoft Power BI,Moscow Institute of Physics and Technology,4.3,Beginner
Археология. О чём говорят древности?,Novosibirsk State University ,5.0,Beginner
Архитектура ЭВМ (Computer Architecture),Saint Petersburg State University,4.3,Mixed
Астрофизика: от звезд до границ Вселенной,Peter the Great St. Petersburg Polytechnic University,4.8,Mixed
Базы данных (Databases),Saint Petersburg State University,4.1,Mixed
Базы данных и SQL в обработке и анализе данных,IBM,4.9,Beginner
Банковское дело и финансы ,SberUniversity,4.7,Intermediate
"Бизнес-процессы, организационное проектирование, механизмы и системы управления",Moscow Institute of Physics and Technology,4.2,Intermediate
Биосенсоры,Novosibirsk State University ,4.9,Beginner
Брендинг в инновациях - новая коммуникационная реальность,Moscow Institute of Physics and Technology,4.9,Mixed
Бухгалтерский учет и аудит. Продвинутый курс,Saint Petersburg State University,4.5,Mixed
